Party_Name,Total_Tons,Record_Count,Avg_Tons,Min_Tons,Max_Tons,Cumulative_Tons,Cumulative_Pct,Tons_Pct,Similar_Names,Similar_Count
"CHEVRON PRODUCTS COMPANY
A DIVISION OF CHEVRON USA INC 1500, LOUISIANA STREET 5TH FLOOR HOUSTON, TX 77002 USA",405855.41000000003,6,67642.56833333334,8159.93,136707.47,230407721.23000005,49.2,0.09,,0
"MARATHON PETROLEUM COMPANY LP
1801 E SEPULVEDA BLVD, CARSON CA 90745 US",404097.02,3,134699.00666666668,66788.0,268582.02,230811818.25000006,49.3,0.09,,0
"TERMINAL SHIPPING COMPANY, INC.
300 BULL STREET - SUITE 201, SAVANNAH GA31401 US",404001.0,9,44889.0,43385.0,46161.0,231215819.25000006,49.3,0.09,,0
"PBF HOLDING COMPANY LLC
1 SYLVAN WAY 2ND FL, PARSIPPANY, NJ 07054",402885.46,10,40288.546,23878.0,55066.19,231618704.71000007,49.4,0.09,,0
"VALERO MARKETING AND SUPPLY
ONE VALERO WAY SAN ANTONIO TX 78249",402861.78,10,40286.178,18954.15,65954.0,232021566.49000007,49.5,0.09,,0
"MADURO CUSTOMS BROKERS AND FREIGHT
FORWARDERS. ATTN: JAIME MADURO, FTZ 61 RD, #165 KM2.4 GUAYNABO, PR, 787-707-1863 MOB 787-504-0991",401444.0,23,17454.08695652174,14404.0,17735.0,232423010.49000007,49.6,0.09,,0
"PAULSBORO REFINING CO
800 BILLINGSPORT RD, PAULSBORO NJ08066 USOPS TE856-224-6090",398212.0,8,49776.5,34781.0,72269.0,232821222.49000007,49.7,0.08,,0
"IDEMITSU APOLLO CORPORATION
1831 16TH STREET SACRAMENTO CA, 95811",398001.06,10,39800.106,39018.73,41115.6,233219223.55000007,49.8,0.08,,0
"VALERO  MARKETING AND SUPPLY
ONE VALERO WAY, SAN ANTONIO, TX 78249",395168.1,6,65861.34999999999,47389.0,96384.74,233614391.65000007,49.9,0.08,,0
"METSA BOARD AMERICAS CORP
301 MERRITT 7, 2ND FL, NORWALK CT 06851",394809.58,31,12735.792903225807,5489.81,18276.7,234009201.23000008,49.9,0.08,,0
"HOUSTON CEMENT COMPANY, L.P.
363 NORTH SAM HOUSTON PARKWAY E, SUITE 750, HOUSTON TX77060 US",393386.0,8,49173.25,47945.0,50676.0,234402587.23000008,50.0,0.08,,0
"COASTAL CEMENT CORPORATION
36 DRYDOCK AVE. #1, BOSTON MA02210 US",390913.0,13,30070.23076923077,27682.0,33000.0,234793500.23000008,50.1,0.08,,0
"DIX SHIPPING CO INC
400 RL OSTOS ROAD, BROWNSVILLE TEXAS 78521",389382.0,9,43264.666666666664,42430.0,44103.0,235182882.23000008,50.2,0.08,,0
"MEGLOBAL EG SINGAPORE PTE LTD
8 TEMASEK BOULEVARD #33-06, SINGAPORE, SG",386402.4,40,9660.060000000001,3000.0,23400.0,235569284.63000008,50.3,0.08,,0
"BP PRODUCTS NORTH AMERICA
30 SOUTH WACKER DRIVE, SUITE 900, CHICAGO IL60606 US",384967.0,19,20261.42105263158,2821.0,48648.0,235954251.63000008,50.4,0.08,,0
"PBF HOLDING COMPANY LLC
3760 KILROY AIRPORT WAY STE 640, LONG BEACH, CA 90806",384673.54000000004,8,48084.192500000005,22051.88,71500.88,236338925.17000008,50.4,0.08,,0
"GEORGE S. BUSH &AMP; CO., INC.
5331 S MACADAM AVE, STE 370, PORTLAND, OR, US, 97239, TE503-228-6501",383903.0,39,9843.666666666666,7800.0,12500.0,236722828.17000008,50.5,0.08,,0
"MOTIVA ENTERPRISE LLC
500 DALLAS ST, HOUSTON, TX 77002",376907.08,6,62817.84666666667,42118.18,78675.3,237099735.2500001,50.6,0.08,,0
"CELTIC INTERNATIONAL SHIPPING
AGENCY, 3888 S SHERWOOD FOREST BLVD, CELTIC CENTER, BLDG 1,, BATON ROUGE, LA 70816",376546.6,4,94136.65,5256.0,164944.6,237476281.85000008,50.7,0.08,,0
"JOHN S JAMES CO
ONE IMESON PARK BLVD, BLDG 100, JACKSONVILLEFL 32218, TEUS",376268.0,47,8005.702127659574,2500.0,30000.0,237852549.85000008,50.8,0.08,,0
"DEER PARK REFINING LP
5900 HIGHWAY 225, DEER PARK, TX 77536",375259.9,7,53608.55714285715,10769.56,78135.38,238227809.7500001,50.8,0.08,,0
"MARATHON CARSON REFINERY
1801 E SEPULVEDA BLVD CARSON CA, 90745 USA",368849.14999999997,3,122949.71666666666,95681.79,136583.68,238596658.9000001,50.9,0.08,,0
"EXXONMOBIL US TRADING
EXXONMOBIL OIL CORPORATION, 22777 SPRINGWOODS VILLAGE PKWY, SPRING TX 7738",368271.11,5,73654.222,55087.87,81512.29,238964930.0100001,51.0,0.08,,0
"SABIC AMERICAS, LLC
2500 CITYWEST BLVD., SUITE 100, HOUSTON, TEXAS 77042",362306.75,10,36230.675,9900.0,57380.0,239327236.7600001,51.1,0.08,,0
"CAPES SHIPPING AGENCIES
113 ARENDELL ST., SUITE 126, MOREHEAD CITY NC28557 US",361274.88,18,20070.826666666668,13009.42,24518.23,239688511.6400001,51.2,0.08,,0
"CALIFORNIA STEEL INDUSTRIES, INC
14000 SAN BERNARDINO AVENUE, FONTANA - 92335, USA",357376.25,13,27490.48076923077,18175.67,38406.44,240045887.8900001,51.2,0.08,,0
