Waterway_code,Waterway_Name
1829,"OFFSHORE ATLANTIC OCEAN OPPOSITE CHINCOTEAGUE INLET"
1830,"OFFSHORE ATLANTIC OCEAN OPPOSITE LITTLE MACHINPONGO INLET"
1831,"OFFSHORE ATLANTIC OCEAN OPPOSITE GREAT MACHINPONGO INLET"
1832,"OFFSHORE ATLANTIC OCEAN OPPOSITE SAND SHOAL INLET"
1833,"OFFSHORE ATLANTIC OCEAN OPPOSITE SMITH ISLAND BAY"
1834,"ATLANTIC OCEAN-OPPOSITE STANO RIVER, SC"
1835,"ATLANTIC OCEAN OPPOSITE N. EDISTO RIVER, SC"
1836,"OFFSHORE ATLANTIC OCEAN OPPOSITE DARIEN HARBOR"
1837,"OFFSHORE ATLANTIC OCEAN OPPOSITE TOPSAIL INLET"
1850,"OFFSHORE ATLANTIC OCEAN OPPOSITE HATTERAS INLET, NC"
1852,"OFFSHORE ATLANTIC OCEAN OPPOSITE OCRACOKE INLET, NC"
1870,ATLANTIC OCEAN-OPPOSITE PORT ROYAL SD ENT
1880,ATLANTIC OCEAN - OFF NEW ENGLAND COAST
1881,ATLANTIC OCEAN - OFF LONG ISLAND SOUND AND LONG ISLAND SOUND (OPEN WATERS)
1882,ATLANTIC OCEAN - OFF NEW YORK DIST. COAST
1883,"OPEN WATERS (HUDSON RIVER, NY) FISHING AREAS"
1884,ATLANTIC OCEAN - OFF PHILADELPHIA DIST. COAST
1885,ATLANTIC OCEAN - OFF BALTIMORE DIST. COAST
1886,"OFFSHORE ATLANTIC OCEAN OPPOSITE WASHINGTON, DC COAST"
1888,ATLANTIC AREA - COMPOSITE
1890,ATLANTIC OCEAN - OFF NORFOLK DIST. COAST
1891,ATLANTIC OCEAN - OFF WILMINGTON DIST. COAST
1892,ATLANTIC OCEAN - OFF CHARLESTON DIST. COAST
1893,ATLANTIC OCEAN - OFF SAVANNAH DIST. COAST
1894,"ATLANTIC OCEAN-OPPOSITE LITTLE RIVER INLET, S. C."
1895,ATLANTIC OCEAN-OPPOSITE MURRELLS INLET
1896,ATLANTIC OCEAN-OPPOSITE GEORGETOWN-WINYAH BAY
1897,ATLANTIC OCEAN-OPPOSITE CAPE ROMAIN-BULLS BAY
1898,ATLANTIC OCEAN-OPPOSITE CHARLESTON HARBOR ENT
1899,ATLANTIC OCEAN-OPPOSITE ST. HELENA SD
1906,"KINGS BAY, GA"
1910,GREATER LAFOURCHE PORT COMMISSION (PORT FOURCHON)
1993,MIAMI HARBOR(NORTH)ACCESS
1994,MIAMI HARBOR (SOUTH)ACCESS
1996,"BLOUNT ISLAND, FL"
1997,"MAYPORT HARBOR, FL"
1998,"ARLINGTON & GARROWS BEND CHANNELS, AL."
1999,MOBILE RIVER CHANNEL
2000,MOBILE BAY SHIP CHANNEL
2001,"LAKE MAUREPAS, LA"
2002,"BILOXI HARBOR, MS"
2003,"LAKE CHARLES DEEP WATER CHANNEL, LA (INCLUDED IN GULF INTRACOASTAL WATERWAY CONSOLIDATED REPORT)"
2004,"PASCAGOULA HARBOR, MS"
2005,"MOBILE HARBOR, AL"
2006,"BLACK WARRIOR AND TOMBIGBEE RIVERS, AL"
2007,"PENSACOLA HARBOR, FL"
2008,"THEODORE SHIP CHANNEL, AL (INCLUDED IN MOBILE HARBOR, AL)"
2009,"MOUTH OF YAZOO RIVER, MS (INCLUDED IN TRAFFIC OF VICKSBURG, MS)"
2010,"YAZOO RIVER, MS"
2011,"PETIT ANSE, TIGRE AND CARLIN BAYOUS, LA"
2012,"HOUSTON SHIP CHANNEL, TX (HOUSTON, TX)"
2013,"DOUBLE BAYOU, TX"
2014,"CLEAR CREEK, TX"
2015,"DICKINSON BAYOU, TX"
2016,"PANAMA CITY HARBOR, FL"
2017,"JACKSONVILLE HARBOR, FL"
2018,"ST. JOHNS RIVER, FL JACKSONVILLE TO LAKE HARNEY"
2019,"NEW RIVER, FL (INCLUDED IN TRAFFIC OF PORT EVERGLADES HARBOR, FL)"
2020,"DANIA CUT OFF CANAL, FL"
2021,"TAMPA HARBOR, FL"
2022,"TAMPA CHANNEL ACCESS, FL"
2023,"PORT MANATEE, FL"
2024,"BAYPORT CHANNEL, TX"
2025,"BARBOURS CUT TERMINAL CHANNEL, TX"
2026,"GREEN AND BARREN RIVERS, KY"
2027,"KANAWHA RIVER, WV"
2028,"ELK RIVER HARBOR, WV"
2029,"YELLOW BEND PORT, AR"
2030,PORT OF IBERIA DISTRICT
2033,"HILLSBOROUGH RIVER, FL (INCLUDED IN TRAFFIC OF TAMPA HBR., FL)"
2034,"SEDOON CHANNEL, FL (INCLUDED IN TRAFFIC OF TAMPA HBR., FL)"
2035,"SPARKMAN-YBOR CHANNELS, FL (INCLUDED IN TRAFFIC OF TAMPA HBR., FL)"
2036,"PORT SUTTON CHANNEL, FL (INCLUDED IN TRAFFIC OF TAMPA HBR., FL)"
2037,"EAST BAY CHANNEL, FL(INCLUDED IN TRAFFIC OF TAMPA HARBOR,FL)"
2038,"ALFIA RIVER, FL(INCLUDED IN TRAFFIC OF TAMPA HARBOR, FL)"
2039,"BIG BEND CHANNEL, FL(INCLUDED IN TRAFFIC OF TAMPA HARBOR, FL)"
2040,"GRAND LAGOON, PANAMA CITY, FL"
2041,"HILLSBOUROUGH CHANNEL ""CUT D"", FL(INCLUDED IN TRF. OF TAMPA HARBOR, FL)"
2042,"TAMPA/HILLSBOUROUGH BAY CHANNELS, FL(INCLUDED IN TRAFFIC OF TAMPA HARBOR, FL)"
2043,"GREENS BAYOU CHANNEL, TX"
2044,"CROSS-FLORIDA BARGE CANAL, FL"
2045,ACADIANA NAVIGATION CHANNEL (INCLUDES PORT & RODERE CANALS)
2046,"INTRACOASTAL WATERWAY, JACKSONVILLE TO MIAMI, FL"
2047,"INTRACOASTAL WATERWAY, MIAMI TO KEY WEST, FL"
2048,"OKEECHOBEE WATERWAY, FL"
2049,"TENNESSEE RIVER, TN, AL AND KY"
2050,"LAKE PONTCHARTRAIN, LA"
2051,"GULF COUNTY CANAL, FL"
2052,"INNERHARBOR NAVIGATION CANAL, LA (INCLUDED IN TRAFFIC OF PORT OF NEW ORLEANS)"
2053,"GULF INTRACOASTAL WATERWAY, MORGAN CITY-PORT ALLEN ROUTE, LA"
2054,"BAYOUS LA LOUTRE, ST. MALO AND YSCLOSKEY, LA"
2055,"MERMENTAU RIVER, LA"
2056,"RED RIVER BELOW FULTON, AR (INCLUDED IN TRAFFIC OF J. BENNETT JOHNSTON WATERWAY)"
2057,"OUACHITA AND BLACK RIVERS, AR AND LA"
2058,"PASS MANCHAC, LA"
2059,"MERMENTAU RIVER, BAYOUS NEZPIQUE AND DES CANNES, LA"
2060,"MISSISSIPPI RIVER-GULF OUTLET, LA"
2061,"BAYOU TERREBONNE, LA"
2062,"INTRACOASTAL WATERWAY, CALOOSAHATCHEE RIVER TO ANCLOTE RIVER, FL"
2063,"ANAHUAC CHANNEL, TX"
2064,"BAYOU TECHE AND VERMILION RIVER, LA"
2065,"HOUMA NAVIGATION CANAL, LA"
2066,"BARATARIA BAY WATERWAY, LA"
2067,"FREEPORT SULPHUR CANAL, LA"
2068,"ATCHAFALAYA RIVER(UPPER), LA (INCLUDING IN TRAFFIC OF ATCHAFALAYA RIVER(UPPER), LA CONSOLIDATED REPORT)"
2069,"SABINE-NECHES WATERWAY, TX (BEAUMONT, ORANGE, PORT ARTHUR, AND SABINE PASS HARBOR, TX)"
2070,"BAYOU LAFOURCHE AND LAFOURCHE-JUMP WATERWAY, LA"
2071,"LOWER ATCHAFALAYA RIVER, LA MORGAN CITY TO GULF OF MEXICO (INCLUDED IN TRAFFIC OF ATCHAFALAYA RIVER(LOWER), LA (CONSOLIDATED REPORT)"
2072,"WATERWAY FROM EMPIRE, LA TO GULF OF MEXICO"
2073,"WATERWAY FROM INTRACOASTAL WATERWAY TO BAYOU DULAC, LA (BAYOUS LE CARPE AND GRAND CAILLOU)"
2074,"ACCESS TO FREEPORT SULPHUR PRIVATE CANAL, LA"
2075,"ADAMS BAYOU CHANNEL, TX"
2076,"COW BAYOU CHANNEL, TX"
2077,"MONONGAHELA RIVER, PA AND WV"
2078,OHIO RIVER
2079,"J. BENNETT JOHNSTON WATERWAY (INCLUDES RED RIVER BELOW FULTON, AR AND OLD RIVER - MILE 0 TO 6)"
2080,PORT CANAL
2081,RODERE CANAL
2082,GIWW MORGAN CITY-PORT ALLEN LANDSIDE ROUTE (BAYOU BOEUF)
2083,"GULFPORT HARBOR, MS"
2084,"BAY ST. LOUIS, MS"
2085,"BAYOU PORTAGE, MS"
2086,"CADET BAYOU, MS"
2087,"MORGAN CITY, LA, PORT OF"
2088,"BAYOU BLACK, LA"
2089,"BAYOU CHENE, LA"
2090,"DOG AND FOWL RIVERS, AL"
2091,DOG RIVER CHANNEL
2092,FOWL RIVER CHANNEL
2093,LOWER ATCHAFALAYA RIVER ACCESS CHANNEL
2094,BERWICK BAY (LOWER ATCHAFALAYA RIVER)
2095,"SPECIAL C/W SABINE NECHES, TX"
2096,"SPECIAL INTERNAL SABINE NECHES, TX"
2097,"PONCE DE LEON INLET, FL"
2098,"LOWER ATCHAFALAYA RIVER AT & ABOVE BERWICK LOCK, LA INCLUDED IN TRAFFIC OF ATCHAFALAYA RIVER(LOWER), LA (CONSOLIDATED REPORT)"
2099,"OLD RIVER, LA (INCLUDING IN TRAFFIC OF ATCHAFALAYA RIVER(UPPER), LA CONSOLIDATED REPORT)"
2100,"RICE CREEK, FL"
2101,"LAKE CRESCENT AND DUNNS CREEK, FL"
2102,"OKLAWAHA RIVER, FL"
2103,"COURTENAY CHANNEL, FL"
2104,CANAVERAL BARGE CANAL
2105,"EAU GALLIE HARBOR, FL"
2106,"MELBOURNE HARBOR, FL"
2107,"ST. LUCIE INLET, FL"
2108,"PALM BEACH, FL SIDE CHANNEL AND BASIN"
2109,"MIAMI RIVER, FL (INCLUDED IN TRAFFIC OF MIAMI HARBOR, FL)"
2110,"BAKERS HAULOVER INLET, FL"
2111,"KEY WEST HARBOR, FL"
2112,"EVERGLADES HARBOR, COLLIER COUNTY, FL"
2113,"CHANNEL FROM NAPLES TO GORDON PASS AND BIG MARCO PASS, FL"
2114,"FORT MYERS BEACH, FL"
2115,"KISSIMMEE RIVER, FL"
2116,"CHARLOTTE HARBOR, FL"
2117,"CASEYS PASS VENICE INLET, FL"
2118,"MANATEE RIVER, FL"
2119,"ST. PETERSBURG HARBOR, FL"
2120,"LITTLE MANATEE RIVER, FL (INCLUDED IN TRAFFIC OF TAMPA HARBOR, FL)"
2121,"CLEARWATER PASS, FL"
2122,"OZONA, FL CHANNEL AND TURNING BASIN"
2123,"ANCLOTE RIVER, FL"
2124,"PITHLACHASCOTEE RIVER, FL"
2125,"HUDSON RIVER, FL"
2126,"HOMOSASSA RIVER, FL"
2127,"CRYSTAL RIVER, FL"
2128,"WITHLACOOCHEE RIVER, FL"
2129,"CEDAR KEYS HARBOR, FL"
2130,"SUWANNEE RIVER, FL"
2131,"HORSESHOE COVE, FL"
2132,"STEINHATCHEE RIVER, FL"
2133,"ARECIBO HARBOR, PR"
2134,"PALMAS ALTAS, PR"
2135,"BROWARD COUNTY AND HILLSBORO INLET, FL"
2136,"SAN JUAN HARBOR, PR"
2137,"MARTIN PENA CHANNEL, PR"
2138,"PUERTO REAL, PR"
2139,"FAJARDO HARBOR, PR"
2140,"PORT ENSENADA HONDA, PR"
2141,"CULEBRA ISLAND, PR"
2142,"ST. JOHN ISLAND, VI"
2143,"ST. THOMAS HARBOR, VI"
2144,"LITTLE KRUM BAY, VI"
2145,"VIEQUES ISLAND, PR"
2146,"NAGUABO, PR"
2147,"HUMACAO, PR"
2148,"GUAYANES HARBOR, PR"
2149,"ARROYO HARBOR, PR"
2150,"JOBOS HARBOR, PR"
2151,"PONCE HARBOR, PR"
2152,"GUAYANILLA HARBOR, PR"
2153,"SALINAS BAY, PR"
2154,"MAYAGUEZ HARBOR, PR"
2155,"AGUADILLA BAY, PR"
2156,"FREDERIKSTED ST. CROIX ISLAND, VI"
2157,"CHRISTIANSTED HARBOR, ST. CROIX, VI"
2158,"MONA ISLAND, PR"
2159,"ST. AUGUSTINE HARBOR, FL"
2160,"CANAVERAL HARBOR, FL"
2161,"FORT PIERCE HARBOR, FL"
2162,"PALM BEACH HARBOR, FL"
2163,"PORT EVERGLADES HARBOR, FL"
2164,"MIAMI HARBOR, FL"
2165,"CHANNELS OF THE FLORIDA POWER CORPORATION, FL"
2166,"LAS MAREAS HARBOR, PR"
2167,"WEEDON ISLAND, FL"
2168,"GUANICA HARBOR, PR"
2169,"OLD TAMPA BAY, FL"
2170,"MIAMI CANAL, FL"
2171,"WEST PALM BEACH CANAL, FL"
2172,"NORTH NEW RIVER CANAL, FL"
2173,"PERDIDO BAY, FL"
2174,"PERDIDO PASS CHANNEL, AL"
2175,"PORT HARVEY ST. CROIX ISLAND, VI"
2176,"PORT HESS ST. CROIX ISLAND, VI"
2177,"TALLABOA BAY, PR"
2178,OTHER HARBORS IN THE ANTILLES AREA
2179,"JOHNS PASS, FL"
2180,"ST. MARKS RIVER, FL"
2181,"PANACEA, FL"
2182,"CARRABELLE, FL"
2183,"APALACHICOLA BAY, FL"
2184,"UPPER CHIPOLA RIVER, FL FROM MOUTH TO MARIANA"
2185,"PORT ST. JOE HARBOR, FL"
2186,"WATSON BAYOU, FL (INCLUDED IN TRAFFIC OF PANAMA CITY HARBOR, FL)"
2187,"CHOCTAWHATCHEE RIVER, FL AND AL"
2188,"LA GRANGE BAYOU, FL"
2189,"EAST PASS CHANNEL FROM THE GULF OF MEXICO INTO CHOCTAWHATCHEE BAY, FL"
2190,"BLACKWATER RIVER, FL"
2191,"ESCAMBIA AND CONECUH RIVERS, FL AND AL; ESCAMBIA BAY, FL"
2192,"BAYOU CHICO, FL (INCLUDED IN TRAFFIC OF PENSACOLA HARBOR, FL)"
2193,"FLY CREEK (FAIRHOPE), AL"
2194,"DAUPHIN ISLAND BAY, AL"
2195,"THREE MILE CREEK, AL (INCLUDED IN TRAFFIC OF MOBILE HARBOR, AL)"
2196,"CHICKASAW CREEK, AL (INCLUDED IN TRAFFIC OF MOBILE HARBOR, AL)"
2197,"ALABAMA-COOSA RIVERS, AL AND GA"
2198,TENNESSEE TOMBIGBEE WATERWAY
2199,"BAYOU LA BATRE, AL"
2200,"BAYOU CODEN, AL"
2201,"BAYOU CASOTTE, MS (INCLUDED IN TRAFFIC OF PASCAGOULA HARBOR, MS)"
2202,"PASCAGOULA RIVER, MS"
2203,"BLUFF CREEK, MS"
2204,"BAYOU BERNARD, MS (INCLUDED IN TRAFFIC OF BILOXI HARBOR, MS)"
2205,"BAYOU SCHAFFER, LA"
2206,"WOLF AND JORDAN RIVERS, MS"
2207,"PASS CHRISTIAN HARBOR, MS"
2208,"BAYOU GALERE, MS"
2209,"EAST PEARL RIVER, MS"
2210,"PEARL RIVER, MS AND LA"
2211,"ATCHAFALAYA RIVER(UPPER), LA (CONSOLIDATED REPORT)"
2212,"APALACHICOLA, CHATTAHOOCHEE AND FLINT RIVERS, GA AND FL"
2213,"BON SECOUR RIVER, AL"
2214,"ATCHAFALAYA RIVER(LOWER), LA (CONSOLIDATED REPORT)"
2215,"NEW PASS, FL"
2216,"LONGBOAT PASS, FL"
2217,"APALACHICOLA RIVER, FL(INCLUDED IN TRAFFIC OF THE APALACHICOLA, CHATTAHOOCHEE AND FLINT RIVERS, GA AND FL)"
2218,"CHATTAHOOCHEE RIVER, GA (INCLUDED IN TRAFFIC OF THE APALACHICOLA, CHATTAHOOCHEE AND FLINT RIVERS, GA AND FL)"
2219,"FLINT RIVER, GA (INCLUDED IN TRAFFIC OF THE APALACHICOLA, CHATTAHOOCHEE AND FLINT RIVERS, GA AND FL)"
2220,"YABUCOA HARBOR, PR"
2221,"SALT BAYOU, LA"
2222,"TOMBIGBEE RIVER AT COLUMBUS PORT, MS"
2224,"PORT OF TERREBONNE, LA"
2226,"ATCHAFALAYA RIVER, BAYOUS CHENE, BOEUF, AND BLACK"
2230,"BAYOU BONFOUCA, LA"
2231,"BAYOU LACOMBE, LA"
2232,"TCHEFUNCTE AND BOGUE FALAYA RIVERS, LA"
2233,"TICKFAW, NATALBANY, PONCHATOULA AND BLOOD RIVERS, LA"
2234,"AMITE RIVER AND BAYOU MANCHAC, LA"
2235,"BAYOU DUPRE, LA"
2236,"GRAND BAYOU PASS, LA"
2237,"BAYOU SEGNETTE WATERWAY, LA"
2238,"TERREBONNE BAY, LA"
2239,"BAYOU LITTLE CAILLOU, LA"
2240,"BIG PIGEON AND LITTLE PIGEON BAYOUS, LA"
2241,"BAYOU GROSSE TETE, LA"
2242,"BAYOU PLAQUEMINE BRULE, LA"
2243,"MICHOUD CANAL, LA"
2244,"BAYOU TECHE, LA"
2245,"FRANKLIN CANAL, LA (GULF INTRACOASTAL WATERWAY)"
2246,"CYPRESS BAYOU AND WATERWAY BETWEEN JEFFERSON, TX AND SHREVEPORT, LA"
2247,"FRESHWATER BAYOU, LA"
2249,"BAYOU QUEUE DE TORTUE, LA"
2250,"VINTON WATERWAY, LA"
2251,"PORT OF NEW ORLEANS, LA"
2252,"PORT OF BATON ROUGE, LA"
2253,PORT OF SOUTH LOUISIANA (LA)
2254,"CALCASIEU RIVER AND PASS, LA (LAKE CHARLES, LA)"
2255,"PORT OF PLAQUEMINES, LA"
2256,"BATON ROUGE HARBOR - DEVIL'S SWAMP, LA (INCLUDED IN PORT OF BATON ROUGE)"
2260,"OBION RIVER, TN"
2261,CALCASIEU RIVER AT COON ISLAND
2262,CALCASIEU RIVER AT DEVILS ELBOW
2266,"CLAIBORNE COUNTY PORT, MS"
2267,"MADISON PARISH PORT, LA"
2268,"ROSEDALE HARBOR, MS"
2269,"LAKE PROVIDENCE, LA"
2270,"NATCHEZ, MS"
2271,"GREENVILLE, MS"
2272,"STEELE AND WASHINGTON BAYOUS AND LAKE WASHINGTON, MS"
2273,"BIG SUNFLOWER RIVER, MS"
2274,"OUACHITA RIVER ABOVE CAMDEN, AR"
2275,"TENSAS RIVER AND BAYOU MACON, LA"
2276,"VICKSBURG, MS"
2277,"LITTLE SUNFLOWER RIVER, MS"
2278,"BAYOU BARTHOLOMEW, LA AND AR"
2279,"BAYOU D ARBONNE AND CORNEY, LA"
2280,"BOEUF RIVER, LA"
2281,"LITTLE RIVER, LA"
2282,"SALINE RIVER, AR"
2283,"TALLAHATCHEE AND COLDWATER RIVERS, MS"
2285,"INLAND WTWY FROM FRANKLIN TO THE MERMENTAU RIVER, LA"
2286,"NORTH PRONG OF SCHOONER BAYOU, LA"
2287,"PIDGEON INDUSTRIAL HARBOR, MEMPHIS, TN (INCLUDED IN TRAFFIC OF PORT OF MEMPHIS)"
2288,"PORT OF NEW MADRID COUNTY, MO"
2289,"NEW MADRID HARBOR, MO (MILE 889) (INCLUDED IN PORT OF NEW MADRID COUNTY, MO)"
2290,"WHITE RIVER, AR BELOW BATESVILLE, AR"
2291,"ST. FRANCIS AND L'ANGUILLE RIVERS AND BLACKFISH BAYOU, AR"
2292,"WOLF RIVER, TN (INCLUDED IN TRAFFIC OF PORT OF MEMPHIS, TN)"
2293,"HELENA, AR"
2294,"MEMPHIS, TN"
2295,"MEMPHIS HARBOR, TN (INCLUDED IN TRAFFIC OF PORT OF MEMPHIS, TN)"
2296,"NEW MADRID HARBOR, MO (INCLUDED IN PORT OF NEW MADRID COUNTY, MO)"
2297,"OSCEOLA HARBOR, AR"
2298,"ELVIS STAHR (HICKMAN) HARBOR, KY"
2299,ALASKA TRANS-SHPMTS-ST LUCIA
2300,"CARUTHERSVILLE HARBOR, MO (THE CHUTE)"
2301,"SOUTHEAST MISSOURI PORT, MO"
2305,"KASKASKIA RIVER, IL"
2307,KASKASKIA REGIONAL PORT DISTRICT
2310,"PORT OF METROPOLITAN ST. LOUIS, MO"
2315,"ILLINOIS AND MISSISSIPPI CANAL, IL"
2320,"ST. PAUL, MN"
2321,"MINNEAPOLIS, MN"
2322,"BLACK RIVER, WI"
2323,"ST. CROIX RIVER, WI AND MN"
2324,"MINNESOTA RIVER, MN"
2325,"RED WING COMMERCIAL HARBOR, MN"
2326,"WINONA COMMERCIAL HARBOR, MN"
2327,"DUBUQUE COMMERCIAL HARBOR, IA"
2328,"PRAIRIE DUCHIEN HARBORS, WI"
2330,"TRADEWATER RIVER, KY"
2331,"OWENSBORO, KY"
2332,"MOUNT VERNON, IN"
2333,"LOUISVILLE, KY"
2334,"KENTUCKY RIVER, KY"
2335,"CINCINNATI, OH"
2338,"CINCINNATI-NORTHERN KY, OH AND KY"
2340,"LICKING RIVER, KY"
2345,"BIG SANDY RIVER, TUG AND LEVISA FORKS, KY AND WV"
2346,"LITTLE KANAWHA RIVER, WV"
2347,"MUSKINGUM RIVER, OH"
2348,PORT OF HUNTINGTON - TRISTATE
2355,"PORT OF CLAIRTON-ELIZABETH, PA"
2356,"YOUGHIOGHENY RIVER, PA"
2357,"ALIQUIPPA-ROCHESTER, PA"
2358,"PORT OF PITTSBURGH, PA"
2370,"PORT OF NASHVILLE, TN (INCLUDED IN TRAFFIC OF CUMBERLAND RIVER, TN AND KY)"
2371,"GUNTERSVILLE, AL"
2372,"CHATTANOOGA, TN"
2373,"KNOXVILLE, TN"
2374,"FRENCH BROAD AND LITTLE PIGEON RIVERS, TN"
2375,"CLINCH RIVER, TN"
2376,"HIWASSEE RIVER, TN"
2377,"BARKLEY CANAL, CUMBERLAND AND TENNESSEE RIVERS, TN"
2378,"HOLSTON RIVER, TN"
2379,"EMORY RIVER, TN"
2380,"WATERWAY CONNECTING THE TOMBIGBEE AND TENNESSEE RIVERS, AL AND MS (NASHVILLE DISTRICT)"
2381,"ELK RIVER, AL AND TN"
2385,"PORT OF KANSAS CITY (INCLUDED IN TRAFFIC OF MISSOURI RIVER, KANSAS CITY TO THE MOUTH)"
2386,"GASCONADE RIVER, MO"
2387,"OSAGE RIVER, MO"
2388,"KANSAS RIVER, MO"
2389,CALCASIEU DEEP WATER CHANNEL
2390,"JOHNSONS BAYOU, LA"
2391,"SABINE PASS HARBOR, TX (PART OF WATERWAY)"
2394,"ORANGE, TX (SABINE RIVER) (PART OF WATERWAY)"
2395,"BEAUMONT, TX (NECHES RIVER) (PART OF WATERWAY)"
2396,"CHANNEL TO PORT BOLIVAR, TX"
2400,"TRINITY RIVER CHANNEL TO LIBERTY, TX"
2401,"CEDAR BAYOU, TX"
2403,"COLORADO RIVER AND FLOOD DISCHARGE CHANNELS, TX"
2404,"TEXAS CITY CHANNEL, TX (TEXAS CITY, TX)"
2405,"CHOCOLATE BAYOU, TX"
2406,"BASTROP BAYOU, TX"
2407,"SAN BERNARD RIVER, TX"
2408,"FREEPORT HARBOR, TX (FREEPORT, TX)"
2409,"CHANNEL TO PALACIOS, TX"
2410,"MATAGORDA SHIP CHANNEL, TX (PORT LAVACA/POINT COMFORT, TX)"
2411,"CHANNEL TO VICTORIA, TX"
2412,"ROCKPORT, TX"
2413,"CHANNEL TO ARANSAS PASS, TX"
2414,"CORPUS CHRISTI, TX"
2415,"TRIBUTARY ARROYO COLORADO, TX"
2416,"PORT ARTHUR, TX (PART OF WATERWAY)"
2417,"GALVESTON CHANNEL, TX (GALVESTON, TX)"
2418,"HARBOR ISLAND, TX"
2419,"BOLIVAR ROADS CHANNEL, TX"
2420,"BROWNSVILLE, TX"
2421,"PORT MANSFIELD, TX"
2422,"PORT ISABEL, TX (PART OF WATERWAY)"
2423,"CORPUS CHRISTI SHIP CHANNEL, TX (CORPUS CHRISTI AND HARBOR ISLAND, TX)"
2424,"BRAZOS ISLAND HARBOR, TX (BROWNSVILLE AND PORT ISABEL, TX)"
2425,"GOOSE CREEK, TX (INCLUDED IN TRAFFIC OF HOUSTON SHIP CHANNEL, TX)"
2426,"GALVESTON HARBOR, TX"
2431,"PORT ISABEL SIDE CHANNELS, TX"
2432,"BROWNSVILLE CHANNEL, TX"
2433,"PORT ISABEL CHANNEL, TX"
2500,"UPPER WHITE RIVER, AR ABOVE BATESVILLE, AR"
2501,"BLACK RIVER, AR AND MO"
2503,"ARKANSAS RIVER, MOUTH TO DAM NO 2, AR"
2610,"MARATHON, FL"
2620,"KEY LARGO, FL"
2666,ALASKAN TRANS-SHPMT POINT-CHIRIQUI GRANDE
2701,"ATLANTIC OCEAN AT JACKSONVILLE HBR., FL"
2702,"ATLANTIC OCEAN AT ST. AUGUSTINE HBR., FL"
2703,"ATLANTIC OCEAN AT CANAVERAL HBR., FL"
2704,"ATLANTIC OCEAN AT FORT PIERCE HBR., FL"
2705,"ATLANTIC OCEAN AT ST. LUCIE INLET, FL"
2706,"ATLANTIC OCEAN AT PALM BEACH HBR., FL"
2707,"ATLANTIC OCEAN AT PORT EVERGLADES HBR., FL"
2708,"ATLANTIC OCEAN AT MIAMI HBR., FL"
2709,"OPEN WATER VIA MIAMI TO KEY WEST, FL"
2710,"UNCODED WATERS AT KEY WEST HBR., FL"
2711,"GULF AT EVERGLADES HBR., FL"
2712,"GULF VIA NAPLES TO BIG MARCO PASS, FL"
2713,"GULF AT FORT MYERS BEACH, FL"
2714,"OPEN WATER VIA OKEECHOBEE WTWY., FL"
2715,"GULF AT CHARLOTTE HBR., FL"
2716,"GULF VIA ICW CALOOSAHATCHEE TO ANCLOTE, FL"
2717,"GULF AT TAMPA HBR., FL"
2718,"GULF VIA CLEARWATER PASS, FL"
2719,"GULF VIA ANCLOTE RIVER, FL"
2720,"GULF VIA PITHLACHASCOTEE RIVER, FL"
2721,"GULF VIA HUDSON RIVER, FL"
2722,"GULF VIA HOMOSASSA RIVER, FL"
2723,"GULF VIA CRYSTAL RIVER, FL"
2724,"GULF VIA WITHLACHOOCHEE RIVER, FL"
2725,"GULF AT CEDAR KEYS HBR., FL"
2726,"GULF VIA SUWANNEE RIVER, FL"
2727,"GULF VIA HORSESHOE COVE, FL"
2728,"GULF VIA STEINHATCHEE RIVER, FL"
2729,"GULF AT JOHNS PASS, FL"
2730,"GULF AT BON SECOUR, AL"
2731,ATLANTIC OCEAN VIA SEBASTIAN INLET
2732,"ATLANTIC OCEAN VIA PONCE DE LEON INLET, FL"
2733,"GULF AT NEW PASS, FL"
2734,ATLANTIC OCEAN AT HILLSBORO INLET
2738,GULF VIA CROSS-FLORIDA BARGE CANAL
2739,SAN JUAN AREA
2740,"OPEN WATER AT ST. MARKS RIVER, FL"
2741,"OPEN WATER AT PANACEA, FL"
2742,"GULF AT CARRABELLE, FL"
2743,"GULF VIA APALACHICOLA BAY, FL"
2744,"GULF AT PORT ST. JOE HBR., FL"
2745,"GULF AT PANAMA CITY, FL"
2746,GULF VIA EAST PASS CHANNEL
2747,"GULF AT PENSACOLA HBR., FL"
2748,"GULF AT MOBILE HBR., AL"
2749,"GULF AT BAYOU LA BATRE, AL"
2750,"OPEN WATER VIA CODEN BAYOU, AL"
2751,"GULF AT PASCAGOULA HBR., MS"
2752,"LAKE BORGNE, LA VIA GULF INTRACOASTAL"
2753,"GULF AT BILOXI HBR., MS"
2754,"GULF AT GULFPORT HBR., MS"
2755,"GULF AT PASS CHRISTIAN, MS"
2756,GULF VIA MISS R GULF OUTLET
2757,"GULF AT CADET BAYOU, MS"
2758,BAPTISTE COLLETTE BAYOU TO MISS GULF OUTLET VIA BRETON SOUND
2762,VERMILION BAY VIA ACADIANA NAVIGATION CHANNEL
2763,GULF VIA TIGER PASS
2764,GULF VIA GRAND PASS
2765,GULF OFF SOUTHWEST PASS
2766,GULF OFF SOUTH PASS
2767,GULF VIA PASS ALOUTRE
2768,GULF VIA MAIN PASS
2769,GULF VIA BAPTISTI COLLETTE BAYOU
2770,GULF VIA OSTRICA CANAL
2771,GULF VIA EMPIRE WATERWAY
2772,GULF VIA RIGOLETS
