Party_Name,Total_Tons,Record_Count
Snp America Inc.,96.52,2
Transportes Montejo P. S.A.,96.5,2
Caravan & Reisemobil,96.44,2
Hellmann Worldwide Logistics Sa,96.25,2
Zf Wind Power Antwerpen Nv,96.2,3
Las Aguilas Sp A,96.0,2
Baltic Workboats As,96.0,3
Selo Food Technology B.V.,96.0,2
Aida Engineering (M) Sdn Bhd,96.0,2
Byrnecut Australia (Pty) ) Ltd.,96.0,2
Ecohog Ltd.,96.0,6
Haim Zuckerman Ltd.,96.0,2
Arama Machinery,96.0,2
Cma Cgm (America) Llc,95.83,259
Impex Corp. (Pvt) Ltd.,95.79,6
"Howden Air And Gas India Pvt., Ltd.",95.73,1
Laeis Gmb H,95.6,2
Cde Global,95.53999999999999,6
Mecalac France S.A.S.,95.53999999999999,9
"Sena Trading Co., Ltd.",95.5,8
Pacific Cargo Sas,95.2,1
Pentagon Logistica De Frete Brasil,95.2,2
Inver House Distillers Ltd.,95.16,4
Eti Elektrometalurji A.S.,95.0,1
Walter Foeckersperger Gmb H,95.0,2
Sakura Ltd.,94.96000000000001,39
Xuzhou Globe Reach Heavy Machinery,94.92,6
Noble Voyager Nvoy D104,94.8,6
"Hengshui Jrain Frp Co., Ltd.",94.8,2
Logistica Maritima Integral,94.66,4
"Chin Fong Machine Industrial Co., Ltd.",94.52000000000001,2
Pernod Ricard Mexico S.A. De C.V.,94.47999999999999,3
Mezcladoras Y Trailers De Mexico,94.44,6
Man Energy Solutions,94.2,3
Gosselin Suisse Sa,94.16,54
Shanxi Jiade Chenrui Construction,94.0,2
Changzhou Changbao Precision,94.0,1
"Vk Drive Co., Ltd.",93.92,30
"Flowserve India Controls Pvt., Ltd.",93.76,1
Danieli & C. S.P.A.,93.67,1
Exportadora Flor Maria Sp A,93.62,4
Comacchio Srl,93.32,1
Jindal Saw,92.92,2
M T Global Glory,92.92,1
"Doosan Heavy Industries & Construction Co., Ltd.",92.88,2
Tianjin Jingchengweiye Mechanical,92.77000000000001,2
Shanghai Tonghua Logistics Manageme,92.72,1
Xpt Grain Inc.,92.64,3
Exportadora Disa Sociedad Anonima,92.58,5
Fruytier Group,92.56,2
Caterpillar S A R L Singapore,92.5,16
Daimler Ag,92.36,10
Kcp,92.25,2
Seko Logistics,92.11,1
Nammo Vanaesverken Ab,92.06,8
Topfibra,92.04,1
A&M Commercials Ltd.,92.0,2
Odfjell Tankers As Bow Persistent,92.0,2
Sky Frame Ag,92.0,8
Pt . Honda Prospect Motor,91.92,6
Os Machinery Corp.,91.88,2
J.M. Voith Se & Co. Kg Vzb,91.84,4
Vensys Energy Ag,91.68,4
Smyth Developments,91.6,2
Roganex Ltd.,91.56,2
Guayaki Yerba Mate Brasil Producao,91.53999999999999,3
Exportafresh Sp A,91.52,2
Maritimex,91.48,2
"Rosper International Co., Ltd.",91.42,52
Caddell Construction Co. (De) Llc,91.27000000000001,3
Kisa Gmb H,91.2,3
Air Sea Worldwide Panama S.A.,91.08000000000001,4
Wde Maspell Srl,91.0,2
Cl Xunyang,91.0,1
Op Systems Ab,91.0,2
Pyramid Auto Japan,90.98,28
Delta Machinery,90.8,6
R International Inc.,90.76,46
Putz Recycling Sp. Z O.O.,90.7,2
Asa Lift A S,90.66,10
Cameron France Sas,90.64,2
Kg Mobility Corp.,90.6,2
Sempertrans Belchatow Sp Zoo,90.6,1
Andes Trading,90.46,16
Trans Global Auto Logistics In,90.42,34
Mcdermott Inc. Co Gmc Amazon,90.38000000000001,2
Kowa Trading Co. Llc.,90.32000000000001,33
Ac 857,90.16,3
Spbi Chantiers Beneteau,90.14,12
Kestrel Liner Agencies Ltd.,90.13,3
Maxort Philippines Inc.,90.03,21
Dungannon Plant Sales Ltd.,90.0,2
Yusenlogistics Benelux B.V.,90.0,6
Tld Asia (Wuxi) Ltd.,90.0,2
Caramba Sportfishing Llc,90.0,2
Tinflex Srl,89.99,62
Hitachi Rail Sts Sp A,89.92,3
Clark Material Handling International Inc.,89.84,2
Intl Freight Transport Inc.,89.82000000000001,4
Qingdao Pioneer Equipment Mfg.,89.8,1
Metso Minerals Inc.,89.66,2
Zuern Harvesting Gmb H & Co. Kg,89.64,20
Hermano Trading,89.58,4
Contitech (Shandong) Engineered,89.56,1
E Taylor Consulting Ltd.,89.5,2
O.M.V. Officine Meccaniche Venete,89.48,2
Sandvik Mining And Construction De,89.3,2
Suzhou Hengsheng New Materials,89.27,1
Pt Nusira,89.22,1
Fernando A. Ramirez Filpo,89.13,43
Crrc Xian Yonge Jieli Wind Energy,89.11,1
Utc Overseas Sa,89.1,1
Kisan Oleochem And Derivat,89.02,4
Db Group Sp A,89.0,2
Sartori Rides Srl,89.0,2
Cooperation Mfg. Plant Agu,88.84,1
Beam Suntory Spain S.L.,88.84,2
Metso Outotec Machinery Heavy Industries,88.84,1
Hazemag & Epr Gmb H,88.8,2
Dw Asgard,88.73,5
"Unet Co., Ltd.",88.71,55
Forkliftcenter Americas S.A.,88.68,3
"Bmw Asia Pte., Ltd.",88.66,4
Morrico Equipment Llc,88.47,2
Segler Foerderanlagen,88.4,2
"Red Eagle Shipping Agencies Pvt., Ltd.",88.24,2
Topnotch Commerce Co.,88.21,92
Epsa International S A,88.0,2
Micronizados Rodafuerte Sl,88.0,2
Jumillamar Sl,88.0,2
"Maritime Synergy (Thailand) Co., Ltd.",88.0,2
Aztec Ventures,88.0,2
Imextrading Maschinenhandels Gmb H,87.98,3
Oleoestepa S.C.A.,87.88,4
Svifflug S. De R.L. De C.V,87.87,3
Tokyo Electron Limited,87.75,9
"Integrityexports Co., Ltd.",87.66,15
Doppio Minning Equipment Ltd.,87.66,1
"Ym Shipping Co., Ltd.",87.62,2
Amurrio Ferrocarril Y Equipos S.A.,87.52,3
Ed Forwarding Sapi De Cv,87.48,2
Maurice Ward Logistics Gmb H,87.46,2
Kocurek Excavators Ltd.,87.4,1
T.T.I. Tubacex Tubos Inoxidables,87.34,4
Czm Industries Stria De Equipamentos Ltda,87.32,2
Antigo Mhb Breakers Ltd.,87.2,4
Green Planet,87.16,5
"Shin Jo Logitech Co., Ltd.",87.15,3
Diko Trading B V,87.0,2
Qingdao Baojian Technology,87.0,1
Randa Portas Molduras E Compe,87.0,1
Luna Park Machinery S R O,87.0,6
Hansen Shipping (Uk) Ltd.,86.8,2
Enterprise 263,86.60000000000001,9
Seram,86.54,1
Lohr Industrie,86.53,4
Cv. Antara Saudara,86.48,2
Schep Verwarming B.V.,86.32,5
"Keon Chang Ind. Co., Ltd.",86.22,2
Shanghai Kingdom Control Engineerin,86.1,2
Mbs Agroindustrias Srl,86.0,1
Peeters,86.0,2
Dc Equipment Limtied,86.0,2
Talleres Landaluce Sa,86.0,2
Infinity Boat Llc,86.0,1
Eco Prozesstechnik Gmb H,86.0,1
Epigral Ltd.,85.8,4
Powerscreen Ireland Ltd.,85.8,2
Central Oceans,85.8,2
"Kun Corp. Co., Ltd.",85.78,2
Citrus Mogador Sarl,85.76,1
Savino Del Bene Mexico Sa De Cv,85.7,2
K.R. Pfiffner Gmb H,85.64,2
Palfinger France,85.64,6
"Akebono Co., Ltd.",85.56,60
Fried Sped,85.5,2
"Daye Hongfan Trading Co., Ltd.",85.5,1
Advanced Geo Solutions Inc.,85.39999999999999,3
Tatra Trucks A S,85.24,3
Overseas Santorini,85.2,2
Jim Pattison Enterprises Ltd.,85.0,1
"Suzuki Motor (Thailand) Co., Ltd.",84.83999999999999,6
Extrude Hone Gmb H,84.8,10
David Del Curto Sp A,84.74,3
Komag,84.64,2
Diamond Offshore Drilling (U.K.) Ltd.,84.61,3
Dilo Systems Gmb H,84.4,1
Jereh Oil & Gas Engineering Corp.,84.4,2
"Tokyo Rope Mfg. Co., Ltd.",84.31,3
Comsma,84.2,16
Master Hellas Avatar,84.18,3
Schenker Italiana Sp A,84.16,4
"Zeeco India Pvt., Ltd. 11 Th Fl",84.15,1
Pxgeo 2,84.1,13
La Mare Spolka Z,84.0,6
De' Oronzo Group Ltd.,84.0,2
Gibbings And Sons,84.0,4
Machinefabrick Goudkuil Apeldoorn B.V.,84.0,3
"Nabros Arabia Co., Ltd.",84.0,2
Technical Park Snc Di,84.0,2
Toscotec,84.0,1
"Sany Auto Mfg. Co., Ltd.",83.97999999999999,2
Trilladora De La Cooperativas De,83.92,2
Dhl,83.84,4
Terex Uk Ltd.,83.75,3
Pesquera Cruz Del Sur S.A.,83.53999999999999,4
"Manaboon Co., Ltd.",83.49,55
Sri Trang Agro Industry Public,83.4,4
Manitou Bf Ancenis,83.39999999999999,6
Universal Motor Geraete De Mexico,83.38,2
"Jinhuan Construction Group Co., Ltd.",83.36,1
Dango & Dienenthal Maschinenbau Gmb H,83.3,2
Alexander Dennis Ltd.,83.3,11
Damietta Lng (Dlng) S.A.E.,83.22,2
Soc Comercializadora Exportadora E,83.22,4
D.I.C. Korea,83.19,30
I.M.A. Industria Macchine Automatiche Sp A .,83.12,4
"Lam Research Singapore Pte., Ltd.",83.10000000000001,7
Ferrari E Carena Srl,83.0,2
Piano Mermer Maden Ithalat Ihracat,83.0,1
Tangshan Yuantai Derun,82.99000000000001,2
Nsm Magnettechnik Gmb H,82.6,2
Green Admire,82.6,10
Holiday,82.56,4
Sojitz Machinery,82.5,1
Iods Pipe Clad Ltd.,82.48,39
Cmd Engrenages Et Reducteurs,82.4,1
Tondong A Corp.,82.32,2
"Sam Motors Pvt., Ltd.",82.24,10
Global Tungsten & Powders S.R.O.,82.0,2
Trevi Cimentaciones Y Consolidacion,82.0,2
Minera Panama Sa,82.0,2
Kolmax Plus S R O,82.0,4
Konecranes Finland Oy,81.9,3
Danieli India Ltd.,81.83,1
Nickel Bros House Moving Ltd.,81.64,2
Svp Yachts Inc.,81.6,6
Metro Motors,81.58,22
Lonking Fujian International Trad,81.56,2
Comercializadora E&J Srl,81.39,1
Liebherr Components Biberach Gmb H,81.28,10
Dubois Natural Esters Sdn. Bhd.,81.14,4
Pasteurizadora Rica S.A.,81.08,6
Grupo Cometa,81.06,12
Transpower Electrical Equipment Co.,80.99,1
Blue Logistics Jamaica Ltd.,80.6,3
Yizumi Precision Machinery Co. (Hk),80.48,2
Gleason Switzerland Ag,80.44,6
Untha Iberica,80.42,2
Industeel France (Chateauneuf),80.33,2
Smile Jv Ltd.,80.11,25
Bhs Sonthofen Gmb H,80.1,2
Gmv Enterprises Ltd.,80.0,2
Bzl Holdings,80.0,1
Wel,80.0,2
Utc Overseas Colombia Sas,80.0,2
Maf Industria E Comercio De Aparelh,80.0,2
Cartacci Tube Machinery Srl,80.0,1
Pyxis Maritime Corp.,80.0,1
Itec Corp.,80.0,2
Elphinstone (Pty) ) Ltd.,80.0,2
Weingaertner Maschinenbau Gmb H,80.0,1
Wildcoast Granite (Pty) ) ) Ltd.,79.82,1
W50 Vps,79.71000000000001,7
Exportadora Alfaberries Ltda,79.67,5
Peters And May Ltd.,79.58,9
Teubert Maschinenbau Gmb H,79.5,3
Alltechfarming Solutions Ltd.,79.38,4
Dupps Do Brasil Industries E Com Ltda,79.3,2
Construcciones Y Trituraciones Sa D,79.08,2
Exportadora Y Comercializadora De F,79.08,5
Staehli Laepp Technik Ag,79.07,9
Iwt Llc Aps,79.02,2
"Hudson Yacht & Marine Co., Ltd.",79.01,4
Tiangong Development Co. (Hk),78.97,1
Seven Navica,78.9,5
Alzmetall Gmb H & Co.Kg,78.72,4
Seemi Sas,78.6,3
Peeters Landbouwmachines B V,78.6,3
Grand Isle,78.54,1
Kiesel & Co Kg,78.5,2
Constellium Issoire,78.44,6
Vina Punti Ferrer Ltda,78.42,1
M.C. Tractors,78.3,2
W3 Va 7 A Exercises,78.26,3
Nippon Auto Group,78.22,8
Marc Global Marine Inc.,78.08,2
Bergmann Americas Inc.,78.04,2
Dupps Do Brasil Industria E Comerci,78.03,1
Protos Shipping Ltd.,78.02,2
Sea Fix Sportfishing Charters Llc,78.0,2
Bobby's Supermarket,78.0,2
M T Santiago I,78.0,1
Higginbotham Marine Llc,78.0,2
Kaifeng Yingjina Machinery,77.94,1
Azbil Telstar Technologies S.L.U.,77.8,2
"Xinyu Iron And Steel Co., Ltd.",77.78999999999999,2
"Wuhu Risever Machine Co., Ltd.",77.64,6
Sgl Express Lines,77.5,2
Caribetrans S.A.,77.48,2
Wallenius Wilhelmsen Logistics Ab,77.4,2
"Angliss Singapore Pte., Ltd.",77.38,2
Us Military Sales,77.31,40
Alberto Hernandez Pabon,77.26,28
Yusen Logistics (Benelux) B.V.,77.22,4
Arcelor Mittal Wire France,77.14,2
Dream Yacht Charter,77.12,8
Vvf (India) Ltd.,77.08,4
Zeppelin Systems Gmb H,77.06,6
Geotunel Sl Sucursal Colombia,77.0,4
Chimera Agencieslimited,77.0,2
Kallpa Generacion,77.0,1
Interexporta S.C.,76.82,7
Logistics Plus Deutschland Gmb H,76.78,4
Soenen Technology Nv,76.78,2
Harvey Discovery,76.77,1
Hanse Yachts Ag,76.76,7
Kia Corp. 12 Heolleung Ro,76.66,6
Abb Inc.,76.66,1
Car Cave Llc,76.56,16
Pesquera Deseado Sa,76.48,1
Yes Cargo Logistics,76.2,2
Bba Business Byair,76.15,2
"Grand Auto Japan Co., Ltd.",76.04,88
"Dexin Steel Tube (China) Co., Ltd.",76.03999999999999,2
Lippmann,76.0,2
Advantage Yacht Sales,76.0,4
Ge Renewable Us Llc,76.0,1
Nonsuch Nurseries,76.0,2
Khs Gmb H,76.0,2
Bollore Logistics Sp A In,76.0,2
Sulzer Pumps India Ltd.,75.97,1
Exportadora Expocumbres Ltda,75.96000000000001,3
Herfurth Logistics Nv,75.9,2
Metsa Board Corp.,75.84,2
Dodaac Hqcwjn,75.79,4
"Kyoto Seisakusho Co., Ltd.",75.6,2
North Shore Three Llc,75.6,2
Hunger Maschinen Gmb H,75.6,2
Soosan Csm,75.6,4
Grosans Llc,75.53999999999999,6
Deugro (Deutschland) Projekt Gmb H,75.28,2
Tubos Trans Electric S A,75.2,1
Central Shipping Belgium,75.17999999999999,34
"Myande Group Co., Ltd.",75.04,1
Osm Thome Ship Management,75.0,2
Kinectrics Gmb H,75.0,2
M V Subsea Responder Ii,75.0,1
Zebra Shipping Ltd.,74.98,5
Helmke Orbis Gmb H,74.64,2
Dodaac Cage Btwl00,74.58,4
Pelagia As,74.56,2
Omura Syokai,74.34,50
Upl Ltd. Upl House,74.11,2
Recycling Plant Machinery Ltd.,74.0,2
Maritimo (Mfg) International (Pty) ),74.0,2
Rwe Eemshaven Magnum Bv,74.0,2
Lumach B.V.,74.0,2
Bojux,74.0,4
Mt Womar,74.0,1
Ship Overseas,73.96000000000001,42
Giraudon,73.84,10
Phillips 66 Canada Ltd.,73.84,1
Boway Machinery Complete Eqpt,73.74,2
Argenova Sa,73.46,1
Rama D.B.K. Ltd.,73.45,52
Shanghai Sinomac Machinery Industri,73.45,1
"Jda Yachts Co., Ltd.",73.2,1
High Wind,73.2,2
Rapid Runner Ii,73.2,10
Us. Embassy American Ambassador,73.12,4
Trans Auriga International,73.1,4
Nicofrut S.A,73.06,3
Martin Bencher (Scandinavia) Ab,73.0,2
Tallis Amos Group Ltd.,73.0,8
Damico Tankers Dac,73.0,1
Singapore Jinteng International Pte,72.91,1
Shinwalimited.,72.84,2
Jose Manuel De Leon Garcia,72.74,12
Road Runner Sales And Plant Hire Lt,72.60000000000001,5
Los Caballeros,72.60000000000001,22
Scania Latin America Ltda,72.6,4
Slade Shipping Inc.,72.6,2
Spectinga B.V.,72.6,5
Sociedad Agricola Bellavita S.A.,72.57,2
West Indies Auto Services,72.55,36
Scheuch Gmb H,72.5,2
Dla Distribution Center Yokosuka,72.39,1
John Deere Gmb H & Co. Kg,72.36,2
Smitma Bv,72.19999999999999,4
Exportadora Disa S.A.,72.16,4
Kestrel Liner Agencies (Stanstead),72.04,2
Manuel Rosario Pimentel,72.01,12
Secheron Sa,72.0,2
Pakleni Otoci D O O,72.0,2
Ermont,72.0,2
Punto System Sp A,72.0,2
Technipfmc Guyana Inc.,71.95,6
"Chiu Hung Machinery Co., Ltd.",71.89,1
Bertazzon 3 B Srl,71.8,2
Novem Car Interior Design K.S.,71.8,1
Blue Water Shipping A S,71.78999999999999,7
A6 Jung Fahrzeugbau Gmb H & Co. Kg,71.72,4
Exportadora Los Olmos Sp A,71.68,5
Cevertam,71.61,17
Access Farms (Pty) ) ) Ltd.,71.6,1
M Q Granit Ag,71.54,1
Ningbo Mingxin Chemical Machinery C,71.52,1
Globus Srl,71.5,6
Alfa Laval Packinox,71.42,1
Wonderful Wall New Materials Corp.,71.28,2
Delamine B.V.,71.22,3
Robert Coates Plant Hire Ltd.,71.2,2
Monte Carlo Machines,71.1,7
Shanxi Huazhan Wear Resistant Mater,70.93,1
"Henan Bebon Iron & Steel Co., Ltd.",70.91,1
Eco Plant And Hire,70.84,2
G. Vestergaard A S,70.8,4
Transitex Colombia S.A.S,70.8,2
Schenck Rotec Gmb H,70.75999999999999,5
Yiwu Pengfei Imp. & Exp. . Co.,70.7,1
Se Origin Sas,70.58,1
Lvd S2 A.S.,70.52000000000001,5
"Toyota Industries (Kunshan) Co., Ltd.",70.30000000000001,4
Alpiq Energia Italia Sp A,70.24,1
Trading International Real Auto,70.21,15
"M.D.K Corp. Co., Ltd.",70.05,20
Moog Controls,70.03999999999999,4
Sunpack,70.02000000000001,2
Goodwin Steel Castings Ltd.,70.01,1
Fastmexico Ltd.,70.0,2
"Novadeko Hi Tech Housing Co., Ltd.",70.0,1
Mt Eurochampion,70.0,2
Intertech Spol Sro,70.0,2
Fomas S.P.A.,70.0,2
Maruti Suzuki Indialimited,69.94,2
Magic Mountian Parkway,69.92,207
Reis Robotics Gmb H Co. Kg,69.92,2
Geodis Usa Inc.,69.8,2
Sucafina Colombia Sas Nit,69.6,2
"Best Auto Co., Ltd.",69.6,6
Cranfield Precision,69.58,2
Pesqueria Del Atlantico S.A,69.49,1
Mondiale Vgl Bv,69.44,6
Laboratorios Alfa,69.36,50
Worldwise S Corp.,69.2,2
Group Ag,69.14,2
Caterpillar Peterlee,69.12,2
Capello Srl,69.1,3
Shawcor Norway As,69.08,3
Wk4 Nwf Us Army 39 Thtrans Bn,68.92,1
"Trade Master Co., Ltd.",68.78,78
Msc Poesia,68.61,6
"Exsea Co., Ltd.",68.56,10
"Iliad Yachts (Guangdong) Co., Ltd.",68.54,2
Tabarelli Sp A,68.4,3
Autong Inc.,68.33,20
Cooperativa Tequilera La,68.28999999999999,3
Hos Clearview,68.25,2
Intermarine Americas Llc,68.18,3
Tianma (Chengdu) Precision Machi,68.14,10
Building Leasing Group Eood,68.04,2
Nordic Ace,68.0,2
Amazon Consultancy Ltd.,68.0,2
Danish Ministry Of Defense,68.0,2
Parris Tractors Ltd.,68.0,8
General Impianti Srl,68.0,2
Steeler Yachts,68.0,4
M Core Group,67.98,2
Master Of Living Stone,67.96,2
"F Co. Co., Ltd.",67.9,5
Aks Lifting Usa B V,67.8,4
Mcgrath Plant Ltd.,67.78,2
Atlas Copco Internationaal B.V.,67.6,2
Takraf Mining Technology (Beijing),67.58,2
Otto Bihler Maschinenfabrik Gmb H,67.55,10
Heinrich Frings Gmb H & Co Kg,67.4,2
"T And I Co., Ltd.",67.36,36
Guven Rides Makina Sanayi Ve Dis Ti,67.36,6
Ipso Tarim Anonim Sirketi,67.35,3
Oriemac International Holding,67.35,1
"Samuel Lloyd And Co., Ltd.",67.16,37
Cde Global Ltd.,67.16,4
Neptunes Yacht And Brokerag,67.0,2
Florida Maritime Trade On Group,67.0,4
Weinmann Holzbausystemtechnik Gmb H,67.0,2
Ci Transatlantic Greentrade Sas,67.0,1
Bae Systems Bofors Ab,67.0,2
Drumroy Enterprises Ltd.,67.0,2
Hmh Nz Ltd.,67.0,2
Conceptum Logistics Istanbul Nakliy,67.0,1
Klm Auto Brokers,67.0,2
Cargo Services Pamplona Sau,66.97,1
Langendorf Gmb H,66.92,3
Canadian Fishing Co.,66.89,9
Tunas Asal Sdn Bhd,66.8,4
V. Alexander Transport Systems Gmb H,66.66,2
"Saini Co., Ltd.",66.3,46
Leventpark Dis Tic. Imalat Makina M,66.16,2
Wt4 Kdv,66.13,1
Volkswagen Argentina S.A.,66.12,6
Schoeller Special Machines Gmb H & C,66.06,2
Sealift Inc. Jointly And Severally,66.05,2
Cmi Concrete Machinery Ltd.,66.0,2
Rosenbauer International Aktiengese,66.0,2
Estaleiro Schaefer Yachts Ltda,66.0,2
Sigma General Equipment S L,66.0,2
Pedro M Kelly Figaro,66.0,10
Lange & Partners Froerding,66.0,2
Atlantic M,65.83,5
Dsv Air & Sea Pa Inc.,65.8,3
Movas Global,65.74,50
Bando Chemical Industries Ltd.,65.72,5
Kelvion Phe Gmb H,65.66,2
"Un Kikai Hanbai Co., Ltd.",65.6,4
Heinrich Schroder Landmaschinen Kg,65.6,4
Zeeco Usa Inc.,65.4,1
Fjs Plant Repairs Ltd.,65.34,2
Zhejiang Nanhua Anticorrosion Equip,65.34,2
American Embassy,65.32,2
Millar Plant Sales Ltd.,65.31,6
Locatelli Crane,65.3,2
Alstom Transport Sa Aytre La Rochel,65.3,2
Datron Ag,65.25999999999999,6
Thi Refrigeration,65.2,1
Locatelli Crane Srl,65.2,2
Ossotuba Industria E Comercio De,65.12,1
Vps Veritas Petrol Svcs Test Inspec,65.01,4
Gea Brewery System Gmb H,65.0,1
Raven Offshore Shipping Lines L,65.0,1
Sandvik Mobile Curshers And Screens,65.0,2
Goosmann Baumaschinen Gmb H,65.0,5
Rsps Marine Ventures Ltd.,65.0,1
Sugino Machine Ltd.,64.92,2
Putzmeister Pazarlama Ve Tic. Ltd.,64.9,4
Helix Robotics Solutions International Corp Singapore,64.9,2
Cooperativa Regional De Cafeicultor,64.83,3
Lockheed Martin Corp.,64.8,2
Nutrien Trinidad Ltd.,64.8,2
Steinhauer Elektromaschinen Ag,64.8,12
Engemasa Engenharia E Materiais Ltda.,64.8,1
Agricola Moncuri Sp A,64.72,2
Robert Fearnley Tractors,64.69,4
Ito Moebeltransport,64.66,10
"Great Eastern Shipping Co., Ltd.",64.63,14
Hyosung Tnc Corp.,64.62,2
Quilfer Sa,64.5,2
S.E.D.A P.I.C S.A,64.5,3
Fb Gru,64.43,3
Plasser Mexicana,64.4,2
Tc 1142 Llog Salamanca,64.39,1
Dynamo Weltweit Logistik Sp A,64.38,1
Katie International,64.35,5
"Jtm Co., Ltd.",64.33,46
Eik Engineering Sdn Bhd,64.28999999999999,3
Bsk Marine P.C.,64.2,8
Groszhans Llc,64.12,2
Hi Lite Airfield Services Llc,64.12,6
Sifa Projets,64.08,6
Cnhi International Sa,64.06,6
Velox Pure Digital Ltd.,64.0,2
Hol House Of Liquid Srl,64.0,2
Tld Europe Sorigny Facility,64.0,4
Jung Max Rides S R O,64.0,4
El Zorro V92007,64.0,1
Repkon Makina Ve Kalip Sanayi,64.0,1
Nyk Line (North America) Inc.,64.0,2
Ptsc Quang Ngai Jsc,63.9,2
Miraibashi Llc,63.879999999999995,40
Mecalac Construction Equipment Uk L,63.84,6
Voshol Warmte Elektrotechniek Bv,63.8,2
"The Great Ocean Line Pte., Ltd.",63.76,1
Ug Logistic Service De Mexico S.C.,63.74,18
Corsair Marine International Co . Ltd.,63.7,4
Alltech Farming Solutions Ltd.,63.7,6
David Morales Figueroa,63.6,43
"Bellota Mexico, S.A. De C.V.",63.56,8
Nachi Fujikoshi Corp.,63.550000000000004,5
Vlassenroot Polska S.P. Z.O.O.,63.5,5
Sv Athena 59008 Llc,63.5,2
Gipo Ag,63.5,1
Kiesel & Co. Kg Imp. Exp.,63.5,2
Demmeler Maschinenbau Gmb H & Co. Kg,63.5,1
Pack Label,63.45,35
North Pacific Trading,63.4,10
Enlace Caribe Sas,63.39,18
Mt Lucky Trader,63.32,2
Schlumberger Technical Services Inc.,63.29,1
Bergerat Monnoyeur S A,63.24,4
Alpina Burkard Bovensiepen Gmb H,63.18,18
Sociedad Exportadora De Cafe De Las,63.01,2
Geodis Wilson Germany Gmb H & Co. Kg,63.0,1
Csl Cargo Service,63.0,1
Adams Armaturen Gmb H,63.0,2
Sandvik Ltd. T A Sandvik Contruction,63.0,2
Grace Global Forwarding Ltd.,63.0,4
Aisha Trading .Llc,62.96,42
James Tractors Ltd.,62.94,4
Fives Landis Ltd.,62.8,2
Harley Farms Wilts,62.8,4
Copefrut S.A.,62.790000000000006,2
Racing Cargo Mexico Sa De Cv,62.75,3
Zephir Sp A Socio Unico,62.7,2
Cgt Sp A,62.6,2
Cgt Sp A Direzione Generale,62.6,2
Ovako Bar Ab,62.6,2
"Hamai Co., Ltd.",62.4,2
"Meidoh Co., Ltd.",62.3,1
"Anssen Metallurgy Group Co., Ltd.",62.29,1
Amara Sau,62.24,3
Cafes Especiales Corquin Sa De,62.13,3
Copart,62.09,35
Manoir Industries,62.06,4
Oac Shipping Co. Inc.,62.02,1
Tong Engineering Ltd.,62.0,6
Swift & Co. Trade Group,62.0,12
Tetra Pak Processing Equipment Sp.,62.0,2
Rmi Engineering Ltd.,62.0,2
Cantoni & C Sp A,61.92,6
A. Celli Paper Sp A,61.8,1
Water Spirit Stx,61.78,6
Asahi Sunac Corp,61.73,1
"F.C.Autosource Co., Ltd.",61.72,26
Wazo Packaging,61.71,2
Fb5284,61.68,2
Sarins Batar Oy Ab,61.58,10
M.G. International Logistics Gmb H,61.56,1
5 Star Ltd.,61.46,12
Putzmester Pazarlama Ve Ticaret L,61.44,2
Shanghai Kingsun Steel Product Co.,61.44,2
Blue Horizon Inc.,61.31,1
Gold Crop Ltd.,61.3,2
Fruit Marketing Sociedad De Responsabilidad Limitada,61.28,1
"Omex International Co., Ltd.",61.28,12
Abi Maschinenfabrik Und Vertriebs,61.25,1
Blohm Maschinenbau Gmb H,61.1,6
Yoshida Auto,61.019999999999996,23
"Neimenggu Fufeng Biotechnologies Co., Ltd.",60.96,2
"Hangzhou Hangyang Cryogenic Vessel Co., Ltd.",60.92,1
Crrc Changchun Railway,60.900000000000006,2
Tebbe Gmb H,60.86,2
Japan Overseas Corp. Can Japan International Inc.,60.84,6
Thai Hoang Trading And Construction,60.8,1
Zhejiang Tongli Heavy Machinery,60.69,1
1 St Move International Ltd.,60.58,44
Ebara Corp.,60.519999999999996,4
"Mumtaz International Co., Ltd.",60.48,4
Roeders Gmb H,60.42,5
Geis Air Sea Gmb H,60.4,2
Felsomat Gmb H & Co. Kg,60.36,5
Voltamp Transformers Ltd.,60.29,1
Enterprise Wfd 400,60.29,5
"Traffic Co., Ltd.",60.29,49
Haldrup Gmb H,60.28,12
Exjp. Ltd.,60.25,46
Gardner Denver Ltd.,60.2,4
Crane Worldwide Logistics B.V.,60.16,2
Xo Boats Oy,60.15,14
Van Aalst Bulk Handling Bv,60.1,1
Marco Polo International Corp.,60.09,10
Fastbrick Engineering (Pty) ) Ltd.,60.04,2
Automania Garage Services Group Ltd.,60.0,2
Viking 55,60.0,1
Bobcat France,60.0,4
Shanghai Bao Dao Pleasure Boat,60.0,1
Comercializadora Italesmex S.L.,60.0,2
Bow Tungsten C Oodfjell Usa Houston,60.0,2
Klj Plasticizers Ltd.,60.0,3
Klaravik Ab,60.0,1
Superior Energy Services Colombia,59.96,2
"Motorwings Co., Ltd.",59.96,10
Hartfuss Stahlbau,59.94,2
Fb5294 51 Lrs Lgrddc,59.88,1
Verhoef Access,59.8,2
Bsh Electrodomesticos S.A.C.,59.7,1
Volvo Construction Equipment Techno,59.699999999999996,3
"Lung Soon Frozen Logistic Co., Ltd.",59.69,2
Northern Crusher Sp A Res Ltd.,59.54,2
General Electric Soudi Advanced,59.46,1
Hitachi Ltd.,59.41,6
Jeanneau Yachts,59.4,8
Feintool Technologie Ag,59.3,1
Caterpillar Motoren Gmb H & Co. Kg,59.28,2
